id,image_id,best_caption,blip2_rr,clip_rr,retrieval_avg_rr,blip2_pk,clip_pk,retrieval_avg_pk,glide_score,sdxl_score,avg_generative_score
403241,257198,A woman in sunglasses eating a hotdog in grassy area.,0.1666666666666666,0.25,0.2083333333333333,0.2,0.2,0.2,0.0,2.0,1.0
820631,162429,Two women are standing under a pink umbrella.  ,1.0,0.1666666666666666,0.5833333333333334,0.2,0.1,0.15,0.0,1.5,0.75
27533,115459,A girl flying a yellow kite on a field. ,0.0666666666666666,0.5,0.2833333333333333,0.0,0.1,0.05,1.0,2.0,1.5
708132,522302,A train traveling over a bridge next to a brick wall.,0.25,0.0303030303030303,0.1401515151515151,0.1,0.0,0.05,0.6666666666666666,1.5,1.0833333333333333
563910,298380,a person riding a snow board on a snowy surface,0.0181818181818181,0.0344827586206896,0.0263322884012539,0.0,0.0,0.0,0.0,2.0,1.0
274474,222195,A cat lying down with a packaged toothbrush on its head.,1.0,1.0,1.0,0.2,0.1,0.15,-1.0,1.1666666666666663,0.0833333333333333
119671,277096,"A kitchen area features a silver refrigerator, stove and counters on dark, wood flooring.",0.037037037037037,0.0075187969924812,0.0222779170147591,0.0,0.0,0.0,1.5,2.0,1.75
723110,350132,A person is catching a Frisbee in a park near a city.,0.2,0.0144927536231884,0.1072463768115942,0.1,0.0,0.05,0.0,1.6666666666666667,0.8333333333333334
760207,257470,A young woman sits in bed combing her hair.,1.0,0.5,0.75,0.2,0.2,0.2,-0.6666666666666666,2.0,0.6666666666666667
507376,422026,A pan of chopped broccoli is cooking near a plate of meat.,0.25,0.0277777777777777,0.1388888888888889,0.1,0.0,0.05,1.0,2.0,1.5
743133,207500,A young person rides a snowboard down a hill.,1.0,0.0625,0.53125,0.2,0.0,0.1,0.5,2.0,1.25
757203,282782,a group of cows grazing by the water,1.0,0.5,0.75,0.7,0.4,0.55,1.5,2.0,1.75
170616,536926,A man on a skateboard in the air during a trick.,1.0,1.0,1.0,0.7,0.3,0.5,-1.0,2.0,0.5
73217,527863,"A dinner plate features a fried egg, potatoes and broccoli with sauce.",0.5,1.0,0.75,0.1,0.1,0.1,1.5,2.0,1.75
441055,293254,A bowl filled with lots of oranges on top of a wooden table.,1.0,1.0,1.0,0.8,0.4,0.6000000000000001,1.5,2.0,1.75
799788,196817,"A plate of food including rice, broccoli, protein and a sauce in a bowl.  ",0.024390243902439,0.0028089887640449,0.0135996163332419,0.0,0.0,0.0,1.0,1.5,1.25
204488,13721,A person on a blue bench wearing patterned socks.,1.0,1.0,1.0,0.1,0.1,0.1,0.0,2.0,1.0
640310,173069,A view of a small room with a business desk and a bed in the corner.,1.0,0.0067567567567567,0.5033783783783784,0.1,0.0,0.05,1.25,1.75,1.5
228810,406959,"A large clock sits next to a large building
",0.05,0.0172413793103448,0.0336206896551724,0.0,0.0,0.0,0.5,1.0,0.75
608070,131366,A group of women holding tennis racquets and posing for a photo.,0.5,1.0,0.75,0.8,0.8,0.8,0.0,0.3333333333333333,0.1666666666666666
469713,211205,a family is waiting with their luggage on a curb.,0.0714285714285714,0.1428571428571428,0.1071428571428571,0.0,0.1,0.05,0.1666666666666666,2.0,1.0833333333333333
662449,212635,"A living area with a couch, two photographs of a candle holder.",0.0526315789473684,0.0054644808743169,0.0290480299108426,0.0,0.0,0.0,-0.5,1.0,0.25
207007,533897,A white plate topped with broccoli and chicken.,0.25,0.125,0.1875,0.1,0.1,0.1,1.6666666666666667,2.0,1.8333333333333333
388792,462135,A bathroom with wooden cabinets and tile flooring,0.0625,0.05,0.05625,0.0,0.0,0.0,1.8333333333333333,2.0,1.9166666666666667
479763,87503,A red train car is on the tracks between other cars.,0.0833333333333333,0.0131578947368421,0.0482456140350877,0.0,0.0,0.0,1.4166666666666663,0.5,0.9583333333333331
784388,565438,A man performs a kick flip on his skate board,0.125,0.0666666666666666,0.0958333333333333,0.1,0.0,0.05,-0.6666666666666666,1.75,0.5416666666666667
701219,533446,A black bear is sitting on a ledge.,0.1428571428571428,0.1111111111111111,0.1269841269841269,0.3,0.2,0.25,1.25,2.0,1.625
629157,523959,A traffic signal in front of a large spire with a clock.,1.0,0.2,0.6,0.5,0.1,0.3,0.0,1.8333333333333333,0.9166666666666669
97280,319073,A surfer in a wetsuit rides on a wave.,0.5,0.1111111111111111,0.3055555555555556,0.4,0.1,0.25,0.0,2.0,1.0
39306,162578,several children are playing soccer on a field.,1.0,0.5,0.75,1.0,0.2,0.6,1.0,2.0,1.5
323600,61133,A bottle of fresh milk sits beside a container of chocolate cookies and 3 tangerines on a table. ,1.0,1.0,1.0,0.1,0.1,0.1,0.5,1.6666666666666667,1.0833333333333337
225431,193986,Two men and a woman sitting on a couch playing a Wii game. ,0.25,0.0769230769230769,0.1634615384615384,0.3,0.0,0.15,-0.8333333333333333,1.6666666666666667,0.4166666666666667
258534,508713,an image of a herd of cows on the beach,1.0,0.5,0.75,0.8,0.6,0.7,-1.0,2.0,0.5
45109,12429,Cluttered but clean shared bathroom vanity counter top.,0.25,0.25,0.25,0.3,0.2,0.25,1.1666666666666663,2.0,1.5833333333333333
311783,490490,A kitty cat sitting inside a suitcase with purses in it.,0.1111111111111111,0.0714285714285714,0.0912698412698412,0.1,0.0,0.05,1.0,2.0,1.5
35663,316481,A tall wooden snow board next to a woman at a table.,1.0,1.0,1.0,0.2,0.2,0.2,-0.6666666666666666,1.6666666666666667,0.5
115826,516827,a horse eating grass in a field behind a fence,1.0,1.0,1.0,0.4,0.1,0.25,1.3333333333333337,1.5,1.4166666666666667
82354,490462,A man looking at the graffiti on the side of a train,0.125,1.0,0.5625,0.1,0.1,0.1,1.0,2.0,1.5
779905,522637,A man leaning up against a brick wall while talking on a phone.,1.0,0.0204081632653061,0.5102040816326531,0.2,0.0,0.1,-0.25,2.0,0.875
539473,547592,a hotel room with a nice tv and sofa setup,0.0040160642570281,0.0046728971962616,0.0043444807266448,0.0,0.0,0.0,1.0,2.0,1.5
817201,80943,Two giraffes standing side by side in a wooded field.,0.0625,0.0028169014084507,0.0326584507042253,0.0,0.0,0.0,1.5,1.8333333333333333,1.6666666666666667
633881,250234,Large pile of blood oranges displayed in photo.,0.2,0.3333333333333333,0.2666666666666666,0.2,0.2,0.2,2.0,2.0,2.0
784944,187064,A clean living room is seen in this picture.,0.0555555555555555,0.125,0.0902777777777777,0.0,0.1,0.05,-0.8333333333333333,2.0,0.5833333333333334
681300,541514,A lone zebra standing next to a tree in front of a fence,1.0,0.5,0.75,0.4,0.3,0.35,0.0,2.0,1.0
170691,555263,A woman holds a pink bag with over sized eyes.,1.0,1.0,1.0,0.1,0.1,0.1,0.0,0.3333333333333333,0.1666666666666666
228437,503887,People walking beside a train in a forest environment.,1.0,1.0,1.0,0.2,0.2,0.2,0.25,2.0,1.125
587271,423172,Three wooden benches lined up at a park. ,0.1,0.2,0.15,0.1,0.1,0.1,1.3333333333333333,1.6666666666666667,1.5
657726,133278,three brown bears are cooling off in the water,1.0,1.0,1.0,0.3,0.3,0.3,1.3333333333333337,1.8333333333333333,1.5833333333333337
82761,512940,A tennis player is on the court with his white uniform and tennis racket as a crowd looks on.,0.0909090909090909,1.0,0.5454545454545454,0.0,0.1,0.05,0.0,0.5,0.25
750413,306421,A bird sits on a large tree branch.,0.037037037037037,0.0588235294117647,0.0479302832244008,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
41402,451767,Black and white photograph of people walking on a sidewalk.,0.2,0.2,0.2,0.3,0.2,0.25,1.0,1.8333333333333333,1.4166666666666667
156595,468345,A young man is riding his skateboard past a construction zone.,1.0,1.0,1.0,0.1,0.1,0.1,-0.5833333333333333,2.0,0.7083333333333334
436596,51941,a vase on a table with a lamp and a clock ,0.0714285714285714,1.0,0.5357142857142857,0.0,0.1,0.05,0.5,1.8333333333333333,1.1666666666666667
585521,104493,A woman sitting on a beach next to an umbrella.,0.5,0.5,0.5,0.4,0.3,0.35,1.0,2.0,1.5
303766,216327,A group of kids sitting on top of and in between two train cars.,0.25,0.1111111111111111,0.1805555555555555,0.1,0.1,0.1,-0.25,1.4166666666666663,0.5833333333333333
315554,297574,A plate of cheesey pizza on a blue plate,1.0,0.0256410256410256,0.5128205128205128,0.4,0.0,0.2,1.3333333333333333,2.0,1.6666666666666663
532780,253430,a woman is laying down with her baby on the bed,1.0,0.5,0.75,0.3,0.1,0.2,0.25,2.0,1.125
3760,236288,A man in a red jacket holding onto two tennis rackets. ,0.25,0.5,0.375,0.1,0.1,0.1,0.0,0.1666666666666666,0.0833333333333333
549951,63077,a man flipping in the air with a snowboard above a snow covered hill,0.0384615384615384,0.0136986301369863,0.0260800842992623,0.0,0.0,0.0,0.25,2.0,1.125
490280,561393,A cat examines a bag while standing on a suitcase.,0.5,1.0,0.75,0.1,0.1,0.1,1.0,1.6666666666666667,1.3333333333333337
498032,278309,A CAT IS LYING DOWN LOOKING AT AN ELECTRONIC MOUSE,1.0,0.0909090909090909,0.5454545454545454,0.2,0.0,0.1,1.25,1.8333333333333333,1.5416666666666667
777033,214007,This is a red kitchen with an oven and cooking supplies.,0.3333333333333333,0.0024038461538461,0.1678685897435897,0.1,0.0,0.05,1.6666666666666667,1.8333333333333333,1.75
198416,520109,Several colorful umbrellas sit on colorful squares in a green field. ,1.0,1.0,1.0,0.2,0.2,0.2,0.6666666666666667,2.0,1.3333333333333333
102628,130438,A vegetable sandwich sits on a paper plate.,0.1,0.0232558139534883,0.0616279069767441,0.1,0.0,0.05,1.75,1.8333333333333333,1.7916666666666667
667218,300014,A herd of cows with calves standing in a river.,0.25,0.5,0.375,0.2,0.5,0.35,1.25,2.0,1.625
332937,430665,A street sign with pictures of frogs on them,0.0010787486515641,0.03125,0.016164374325782,0.0,0.0,0.0,1.0,2.0,1.5
773224,383250,A computer desk with a monitor and a laptop.,1.0,1.0,1.0,0.7,0.2,0.4499999999999999,1.75,1.5,1.625
755856,121384,A seagull swims toward a rocky shore in a lake.,0.1,0.5,0.3,0.1,0.2,0.15,1.1666666666666663,1.5,1.3333333333333333
760465,571610,A number of people fly kites on the beach.,1.0,1.0,1.0,0.5,0.7,0.6,1.0,2.0,1.5
91465,287407,A variety of baked goods are displayed on a wooden stand with two shelves.,1.0,0.1111111111111111,0.5555555555555556,0.1,0.1,0.1,1.4166666666666663,1.8333333333333333,1.625
58631,273379,A large double decker bus stopping at a bus stop.,0.2,0.5,0.35,0.2,0.2,0.2,1.6666666666666667,1.8333333333333333,1.75
37166,141232,A black and white picture of bare cobblestone street.,1.0,0.5,0.75,0.1,0.1,0.1,2.0,2.0,2.0
262572,59384,A red electric car parked into a street side charger.,1.0,0.3333333333333333,0.6666666666666666,0.1,0.1,0.1,1.0,1.75,1.375
61643,306879,A man holding a kite while a girl tries to fly it.,0.0238095238095238,0.0172413793103448,0.0205254515599343,0.0,0.0,0.0,-0.25,2.0,0.875
131319,87096,A man standing inside of a store behind piles of ripe bananas.,1.0,0.5,0.75,0.3,0.2,0.25,-0.75,2.0,0.625
279593,119171,A white cat sits below a boot filled shoe rack.,1.0,1.0,1.0,0.1,0.1,0.1,0.5,1.5,1.0
560486,363303,"The room has a bed, a dresser, and a table with a chair.",0.0222222222222222,0.0038167938931297,0.0130195080576759,0.0,0.0,0.0,0.75,1.75,1.25
377078,486163,Black and white photo of rainy day stop sign and street,1.0,1.0,1.0,0.2,0.2,0.2,1.25,1.8333333333333333,1.5416666666666667
285634,293679,A living room with a white circular table in it's center.,0.0196078431372549,0.0222222222222222,0.0209150326797385,0.0,0.0,0.0,1.0,2.0,1.5
381969,163939,A tin cup of noodles in water sitting in front of a computer.,1.0,1.0,1.0,0.1,0.1,0.1,0.0,2.0,1.0
809534,303804,Several glass vases sitting on a shelf near a window.,0.1666666666666666,0.0080645161290322,0.0873655913978494,0.1,0.0,0.05,1.4166666666666663,2.0,1.7083333333333333
265173,264382,A pitcher throwing a baseball in front of a crowd.,0.125,0.5,0.3125,0.1,0.3,0.2,-0.3333333333333333,1.8333333333333333,0.75
565372,348098,A boat sitting on a beach near the water.,0.5,0.3333333333333333,0.4166666666666666,0.8,0.5,0.65,1.6666666666666663,2.0,1.8333333333333333
789026,431052,A tennis player jumps to return the ball to his opponent.,0.5,1.0,0.75,0.2,0.2,0.2,0.0,0.5,0.25
331018,176668,A blue umbrella sits open on the ground near steps.,1.0,0.1428571428571428,0.5714285714285714,0.2,0.2,0.2,0.25,2.0,1.125
608262,487061,A man sharing a smile with a child at a dinner table.,0.3333333333333333,0.1666666666666666,0.25,0.2,0.1,0.15,-0.1666666666666666,2.0,0.9166666666666666
165983,88412,A baseball player swinging a bat during a game.,0.3333333333333333,0.25,0.2916666666666666,0.2,0.1,0.15,-0.3333333333333333,1.5,0.5833333333333334
102708,217653,A tennis player throws the ball up to serve.,1.0,0.0909090909090909,0.5454545454545454,0.7,0.0,0.35,-0.5,2.0,0.75
373915,39864,A brown and white cow in grassy area next to a tree.,0.3333333333333333,1.0,0.6666666666666666,0.3,0.6,0.4499999999999999,1.5,2.0,1.75
141026,39258,a boy is on a skateboard jumping over a rock,0.1428571428571428,0.0909090909090909,0.1168831168831168,0.1,0.0,0.05,-0.3333333333333333,0.5,0.0833333333333333
733377,281660,A brick wall can be seen through the window of a subway train,1.0,1.0,1.0,0.1,0.1,0.1,1.0,1.6666666666666663,1.3333333333333333
522626,135618,A blue yellow and grey train is shown on a bridge.,1.0,1.0,1.0,0.4,0.3,0.35,1.3333333333333337,1.8333333333333333,1.5833333333333337
272213,177618,A picture of a train pulling into a station.,1.0,0.3333333333333333,0.6666666666666666,0.3,0.2,0.25,1.1666666666666663,2.0,1.5833333333333333
537157,342942,A dog standing on an opened window ,1.0,0.5,0.75,0.4,0.7,0.55,0.0,1.8333333333333333,0.9166666666666669
691032,3480,A herd of cattle standing on a lush green hillside.,1.0,0.3333333333333333,0.6666666666666666,0.3,0.1,0.2,0.25,2.0,1.125
242204,294778,A stop sign in front of a building with a large group of people outside.,1.0,0.1,0.55,0.1,0.1,0.1,1.0,2.0,1.5
351390,75727,A person on a yellow surfboard riding a wave.,0.0416666666666666,0.0045662100456621,0.0231164383561643,0.0,0.0,0.0,-0.6666666666666666,2.0,0.6666666666666667
71402,153259,A teddy bear in yellow holding a chocolate muffin.,1.0,1.0,1.0,0.1,0.1,0.1,0.0,1.8333333333333333,0.9166666666666669
281280,575502,Slice of cake displayed on wooden table with ornaments.,0.0232558139534883,0.0178571428571428,0.0205564784053156,0.0,0.0,0.0,1.3333333333333337,2.0,1.6666666666666667
141488,337452,A group of kids at a skate board park. ,1.0,0.125,0.5625,0.6,0.1,0.35,-0.3333333333333333,2.0,0.8333333333333334
328060,177959,A giraffe and a Zebra are together in a fenced area. ,1.0,0.0169491525423728,0.5084745762711864,0.1,0.0,0.05,-0.5,-0.25,-0.375
248362,453697,a child standing on a skateboard and wearing a helmet.,1.0,0.5,0.75,0.8,0.8,0.8,-0.1666666666666666,2.0,0.9166666666666666
75195,248066,A man walks down the sidewalk with a bag while traffic alongside him is in the road.,0.0116279069767441,0.0025,0.007063953488372,0.0,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334
190813,463432,A piece of cake with red syrup on a white plate.,0.3333333333333333,0.0909090909090909,0.2121212121212121,0.1,0.0,0.05,2.0,2.0,2.0
24709,247999,A waterskiing man performing a flip on his waterboard,0.1666666666666666,1.0,0.5833333333333334,0.1,0.1,0.1,-0.25,1.6666666666666667,0.7083333333333334
656440,384598,A red meter on a street corner in front of a bridge. ,0.1666666666666666,0.0012674271229404,0.0839670468948035,0.1,0.0,0.05,1.0,2.0,1.5
204259,20774,A group of people with umbrellas walking on walkway.,1.0,1.0,1.0,1.0,0.5,0.75,0.25,2.0,1.125
357791,554727,A man in white shirt jumping on a  skateboard with fence in background.,0.1666666666666666,0.0238095238095238,0.0952380952380952,0.2,0.0,0.1,-0.3333333333333333,2.0,0.8333333333333334
708976,546295,A skateboarder rolling down a street with grass on the side.,0.25,0.0666666666666666,0.1583333333333333,0.2,0.0,0.1,-0.5833333333333333,1.6666666666666663,0.5416666666666666
221856,539235,A store with bunches of ripe bananas hanging from poles.,0.5,1.0,0.75,0.3,0.2,0.25,1.25,2.0,1.625
280667,313116,Large yellow fire hydrant with green leaves on it surrounded by greenery.,1.0,1.0,1.0,0.7,0.3,0.5,1.6666666666666667,1.6666666666666667,1.6666666666666667
360533,486062,A black bird is walking across a gravel road.,0.5,0.5,0.5,0.3,0.2,0.25,1.8333333333333333,2.0,1.9166666666666667
632571,123511,A close up of an orange in a red serving bowl.,1.0,1.0,1.0,0.2,0.3,0.25,-0.3333333333333333,2.0,0.8333333333333334
737839,151965,Two people standing next to each other and holding snowboards.,1.0,1.0,1.0,0.5,0.3,0.4,-0.3333333333333333,1.8333333333333333,0.75
287668,12166,Two horses are grazing in the grass near a fence.,1.0,0.5,0.75,0.5,0.3,0.4,-0.8333333333333333,0.1666666666666666,-0.3333333333333333
478777,336541,A baseball player standing on a field holding a bat.,1.0,0.2,0.6,0.6,0.2,0.4,0.0,2.0,1.0
105651,306913,a black and white photo of people sitting on a bench ,0.5,0.2,0.35,0.4,0.3,0.35,-0.5,1.6666666666666663,0.5833333333333333
759937,112495,"There is a smile face on a plate made out of vitamins, banana and butter.",0.5,0.5,0.5,0.1,0.1,0.1,1.0,2.0,1.5
639789,126246,A snowboarder is riding up a side of a half pipe.,0.3333333333333333,0.0833333333333333,0.2083333333333333,0.4,0.0,0.2,-0.1666666666666666,2.0,0.9166666666666666
292204,108210,a large passenger jet sitting on top of an airport tarmac.,0.3333333333333333,0.2,0.2666666666666666,0.2,0.2,0.2,-0.5,2.0,0.75
505107,22218,A plane that is taking off from a runway.,1.0,0.125,0.5625,0.4,0.1,0.25,1.3333333333333337,2.0,1.6666666666666667
740824,530285,A zebra is standing in the grass near a fence.,1.0,0.0333333333333333,0.5166666666666667,0.2,0.0,0.1,1.5,2.0,1.75
331293,407017,two people in a kitchen area preparing food on a stove,1.0,0.1111111111111111,0.5555555555555556,0.4,0.2,0.3,0.5,2.0,1.25
125614,42308,A PERSON STANDING WITH HIS SNOWBOARD NEAR A HOUSE.,0.0476190476190476,0.1428571428571428,0.0952380952380952,0.0,0.1,0.05,0.0,2.0,1.0
717658,300206,A man is surfing in a river while another person watches.,0.3333333333333333,1.0,0.6666666666666666,0.3,0.4,0.35,1.0,2.0,1.5
548569,167743,A man riding a bike while talking on a phone.,1.0,0.5,0.75,0.7,0.2,0.4499999999999999,-0.5,1.8333333333333333,0.6666666666666667
562361,568984,Some green street signs above an interstate highway,1.0,1.0,1.0,0.6,0.3,0.4499999999999999,1.0,2.0,1.5
398281,258101,A man flying a large kite in the desert.,1.0,1.0,1.0,0.1,0.1,0.1,1.0,2.0,1.5
242751,234211,A row of umbrellas and chairs in the sand with birds flying over.,1.0,1.0,1.0,0.2,0.2,0.2,1.5,2.0,1.75
657958,45840,A woman and man are posing together on a motorcycle. ,1.0,1.0,1.0,0.8,0.5,0.65,0.3333333333333333,0.5,0.4166666666666667
742947,258134,A woman carries a bright orange umbrella in a city.,0.3333333333333333,0.0384615384615384,0.1858974358974359,0.3,0.0,0.15,1.4166666666666663,2.0,1.7083333333333333
459097,402082,there is a elephant standing by a fence next to a large white ball,0.0625,1.0,0.53125,0.0,0.1,0.05,1.5,0.5,1.0
325908,273887,Several hot dogs in trays on a table.,1.0,0.5,0.75,0.3,0.2,0.25,0.5,2.0,1.25
261313,212532,A young man shows a frisbee to a girl who has plans of swimming.,0.0204081632653061,0.009009009009009,0.0147085861371575,0.0,0.0,0.0,0.0,1.1666666666666663,0.5833333333333333
463341,359232,A baseball player is swinging his bat at a baseball. ,0.5,0.5,0.5,0.6,0.4,0.5,0.0,2.0,1.0
22986,329133,An Amtrak train  is parked beneath a walkway.,0.2,1.0,0.6,0.2,0.4,0.3,1.1666666666666663,1.8333333333333333,1.5
49630,35571,A phone displaying a game sits in front of a box of donuts.,1.0,1.0,1.0,0.1,0.1,0.1,0.5,2.0,1.25
97604,233630,A young man riding a skateboard down a sidewalk.,0.0555555555555555,0.0666666666666666,0.0611111111111111,0.0,0.0,0.0,0.0,2.0,1.0
724362,284341,A picture of man with a suit on and his finger pointing up. ,1.0,0.0555555555555555,0.5277777777777778,0.2,0.0,0.1,-0.3333333333333333,2.0,0.8333333333333334
271116,231401,A man holding a tennis racquet in a defensive stance.,0.0476190476190476,0.3333333333333333,0.1904761904761904,0.0,0.1,0.05,0.0,1.8333333333333333,0.9166666666666669
658448,293529,A woman is wearing a dress and a tiara is holding an umbrella.,0.1,1.0,0.55,0.1,0.1,0.1,-0.1666666666666666,1.5,0.6666666666666666
618457,374106,A kitchen with white painted cabinets and black counter tops,0.3333333333333333,1.0,0.6666666666666666,0.2,0.6,0.4,1.8333333333333333,2.0,1.9166666666666667
367315,565575,A person playing a game with a Nintendo Wii controller.,0.5,0.25,0.375,0.3,0.1,0.2,0.0,1.1666666666666663,0.5833333333333333
384013,107881,Large brown dog standing next to a person on red scooter. ,1.0,1.0,1.0,0.2,0.3,0.25,0.0,-1.0,-0.5
123268,155105,Asian boy in green T-shirt grinning at dining table with meal servings.,1.0,0.5,0.75,0.1,0.1,0.1,-0.25,2.0,0.875
184797,256419,A white plate serving a sandwich with greens.,1.0,0.2,0.6,0.4,0.2,0.3,1.5,1.5,1.5
90622,486400,A child is flying a kite on a beach next to the water.,1.0,0.1666666666666666,0.5833333333333334,0.7,0.2,0.4499999999999999,1.5,2.0,1.75
359073,178403,A counter area with multiple trays of food and fruit.,0.0093457943925233,0.0092592592592592,0.0093025268258913,0.0,0.0,0.0,0.5,2.0,1.25
47324,477688,A group of motorcyclists waiting at the beginning of a track.,0.0232558139534883,0.5,0.2616279069767442,0.0,0.1,0.05,0.0,1.3333333333333333,0.6666666666666666
616059,385145,Many bikes are parked at a bike rack.,1.0,0.5,0.75,0.9,0.7,0.8,-1.0,2.0,0.5
138145,209933,A bidet and a toilet in a bathroom.,1.0,0.3333333333333333,0.6666666666666666,0.5,0.2,0.35,1.0,1.3333333333333337,1.1666666666666667
373285,462839,A cat on a red chair at a table.,0.3333333333333333,1.0,0.6666666666666666,0.3,0.3,0.3,-1.0,1.5833333333333337,0.2916666666666667
135814,47720,a grilled sandwich and a coffee drink on a table,0.5,1.0,0.75,0.4,0.3,0.35,1.25,2.0,1.625
495252,317019,A herd of zebra standing next to a lush green tree.,0.5,0.2,0.35,0.3,0.1,0.2,-1.0,2.0,0.5
717253,524216,A large white bus driving down a street next to a sign.,0.0344827586206896,0.25,0.1422413793103448,0.0,0.2,0.1,1.1666666666666663,1.3333333333333333,1.25
353823,340296,a long train going down a track beside a grassy hill ,0.25,0.1428571428571428,0.1964285714285714,0.3,0.1,0.2,0.5,1.8333333333333333,1.1666666666666667
456246,581827,A young girl is playing ball on a brick wall.,0.25,1.0,0.625,0.1,0.1,0.1,0.0,2.0,1.0
634898,379955,Several people are sitting at a beach with a large red flag in the middle.,1.0,0.1666666666666666,0.5833333333333334,0.1,0.1,0.1,1.0,1.6666666666666663,1.3333333333333333
502027,184135,This is an aerial view of people gathered with umbrellas on a rainy street.,1.0,1.0,1.0,0.6,0.3,0.4499999999999999,1.1666666666666663,2.0,1.5833333333333333
578095,457204,Three men pose for a picture on a tennis court.,1.0,1.0,1.0,0.2,0.1,0.15,0.0,2.0,1.0
752969,100499,Four young people are sitting on a bench in front of a display of lip photos.,1.0,0.0071942446043165,0.5035971223021583,0.1,0.0,0.05,-0.5,1.6666666666666667,0.5833333333333334
177541,258501,A water closet showing a toilet with open lid,0.5,0.25,0.375,0.4,0.3,0.35,-0.5,1.4166666666666663,0.4583333333333333
137150,192652,A chocolate donut on a red plate near a beverage cup.,1.0,1.0,1.0,0.1,0.1,0.1,1.0,1.75,1.375
643769,452414,A group of people laughing over bunches of bananas.,0.5,0.1,0.3,0.1,0.1,0.1,1.0,2.0,1.5
26072,432131,A man standing in skis on a hill.,1.0,1.0,1.0,0.4,0.1,0.25,-0.3333333333333333,1.8333333333333333,0.7500000000000001
619251,28239,A dollhouse kitchen is decorated with bright colors. ,1.0,1.0,1.0,0.4,0.3,0.35,1.8333333333333333,2.0,1.9166666666666667
205003,61260,a boy wearing a red baseball hat is swinging a bat,0.0833333333333333,0.2,0.1416666666666666,0.0,0.2,0.1,-0.3333333333333333,2.0,0.8333333333333334
410707,438968,a long passenger train inside a train station,0.1428571428571428,0.3333333333333333,0.238095238095238,0.1,0.1,0.1,2.0,2.0,2.0
362305,413367,A man flies a kite high above a beach. ,1.0,1.0,1.0,0.4,0.5,0.45,0.3333333333333333,2.0,1.1666666666666667
