image_id,best_caption,score
162578,several children are playing soccer on a field.,1.5
61133,A bottle of fresh milk sits beside a container of chocolate cookies and 3 tangerines on a table. ,1.0833333333333335
193986,Two men and a woman sitting on a couch playing a Wii game. ,0.41666666666666674
508713,an image of a herd of cows on the beach,0.5
12429,Cluttered but clean shared bathroom vanity counter top.,1.5833333333333333
490490,A kitty cat sitting inside a suitcase with purses in it.,1.5
316481,A tall wooden snow board next to a woman at a table.,0.5
516827,a horse eating grass in a field behind a fence,1.4166666666666667
490462,A man looking at the graffiti on the side of a train,1.5
522637,A man leaning up against a brick wall while talking on a phone.,0.875
547592,a hotel room with a nice tv and sofa setup,1.5
80943,Two giraffes standing side by side in a wooded field.,1.6666666666666667
250234,Large pile of blood oranges displayed in photo.,2.0
187064,A clean living room is seen in this picture.,0.5833333333333334
541514,A lone zebra standing next to a tree in front of a fence,1.0
555263,A woman holds a pink bag with over sized eyes.,0.16666666666666669
503887,People walking beside a train in a forest environment.,1.125
423172,Three wooden benches lined up at a park. ,1.5
133278,three brown bears are cooling off in the water,1.5833333333333335
512940,A tennis player is on the court with his white uniform and tennis racket as a crowd looks on.,0.25
306421,A bird sits on a large tree branch.,1.3333333333333333
451767,Black and white photograph of people walking on a sidewalk.,1.4166666666666667
468345,A young man is riding his skateboard past a construction zone.,0.7083333333333334
51941,a vase on a table with a lamp and a clock ,1.1666666666666667
104493,A woman sitting on a beach next to an umbrella.,1.5
216327,A group of kids sitting on top of and in between two train cars.,0.5833333333333333
297574,A plate of cheesey pizza on a blue plate,1.6666666666666665
253430,a woman is laying down with her baby on the bed,1.125
236288,A man in a red jacket holding onto two tennis rackets. ,0.08333333333333331
63077,a man flipping in the air with a snowboard above a snow covered hill,1.125
561393,A cat examines a bag while standing on a suitcase.,1.3333333333333335
278309,A CAT IS LYING DOWN LOOKING AT AN ELECTRONIC MOUSE,1.5416666666666667
214007,This is a red kitchen with an oven and cooking supplies.,1.75
520109,Several colorful umbrellas sit on colorful squares in a green field. ,1.3333333333333333
130438,A vegetable sandwich sits on a paper plate.,1.7916666666666667
300014,A herd of cows with calves standing in a river.,1.625
430665,A street sign with pictures of frogs on them,1.5
383250,A computer desk with a monitor and a laptop.,1.625
121384,A seagull swims toward a rocky shore in a lake.,1.3333333333333333
571610,A number of people fly kites on the beach.,1.5
287407,A variety of baked goods are displayed on a wooden stand with two shelves.,1.625
273379,A large double decker bus stopping at a bus stop.,1.75
141232,A black and white picture of bare cobblestone street.,2.0
59384,A red electric car parked into a street side charger.,1.375
306879,A man holding a kite while a girl tries to fly it.,0.875
87096,A man standing inside of a store behind piles of ripe bananas.,0.625
119171,A white cat sits below a boot filled shoe rack.,1.0
363303,"The room has a bed, a dresser, and a table with a chair.",1.25
486163,Black and white photo of rainy day stop sign and street,1.5416666666666667
293679,A living room with a white circular table in it's center.,1.5
163939,A tin cup of noodles in water sitting in front of a computer.,1.0
303804,Several glass vases sitting on a shelf near a window.,1.7083333333333333
264382,A pitcher throwing a baseball in front of a crowd.,0.75
348098,A boat sitting on a beach near the water.,1.8333333333333333
431052,A tennis player jumps to return the ball to his opponent.,0.25
176668,A blue umbrella sits open on the ground near steps.,1.125
487061,A man sharing a smile with a child at a dinner table.,0.9166666666666666
88412,A baseball player swinging a bat during a game.,0.5833333333333334
217653,A tennis player throws the ball up to serve.,0.75
39864,A brown and white cow in grassy area next to a tree.,1.75
39258,a boy is on a skateboard jumping over a rock,0.08333333333333334
281660,A brick wall can be seen through the window of a subway train,1.3333333333333333
135618,A blue yellow and grey train is shown on a bridge.,1.5833333333333335
177618,A picture of a train pulling into a station.,1.5833333333333333
342942,A dog standing on an opened window ,0.9166666666666667
3480,A herd of cattle standing on a lush green hillside.,1.125
294778,A stop sign in front of a building with a large group of people outside.,1.5
75727,A person on a yellow surfboard riding a wave.,0.6666666666666667
153259,A teddy bear in yellow holding a chocolate muffin.,0.9166666666666667
575502,Slice of cake displayed on wooden table with ornaments.,1.6666666666666667
337452,A group of kids at a skate board park. ,0.8333333333333334
177959,A giraffe and a Zebra are together in a fenced area. ,-0.375
453697,a child standing on a skateboard and wearing a helmet.,0.9166666666666666
248066,A man walks down the sidewalk with a bag while traffic alongside him is in the road.,0.8333333333333334
463432,A piece of cake with red syrup on a white plate.,2.0
247999,A waterskiing man performing a flip on his waterboard,0.7083333333333334
384598,A red meter on a street corner in front of a bridge. ,1.5
20774,A group of people with umbrellas walking on walkway.,1.125
554727,A man in white shirt jumping on a  skateboard with fence in background.,0.8333333333333334
546295,A skateboarder rolling down a street with grass on the side.,0.5416666666666666
539235,A store with bunches of ripe bananas hanging from poles.,1.625
313116,Large yellow fire hydrant with green leaves on it surrounded by greenery.,1.6666666666666667
486062,A black bird is walking across a gravel road.,1.9166666666666667
123511,A close up of an orange in a red serving bowl.,0.8333333333333334
151965,Two people standing next to each other and holding snowboards.,0.75
12166,Two horses are grazing in the grass near a fence.,-0.33333333333333337
336541,A baseball player standing on a field holding a bat.,1.0
306913,a black and white photo of people sitting on a bench ,0.5833333333333333
112495,"There is a smile face on a plate made out of vitamins, banana and butter.",1.5
126246,A snowboarder is riding up a side of a half pipe.,0.9166666666666666
108210,a large passenger jet sitting on top of an airport tarmac.,0.75
22218,A plane that is taking off from a runway.,1.6666666666666667
530285,A zebra is standing in the grass near a fence.,1.75
407017,two people in a kitchen area preparing food on a stove,1.25
42308,A PERSON STANDING WITH HIS SNOWBOARD NEAR A HOUSE.,1.0
300206,A man is surfing in a river while another person watches.,1.5
167743,A man riding a bike while talking on a phone.,0.6666666666666667
568984,Some green street signs above an interstate highway,1.5
258101,A man flying a large kite in the desert.,1.5
234211,A row of umbrellas and chairs in the sand with birds flying over.,1.75
45840,A woman and man are posing together on a motorcycle. ,0.4166666666666667
258134,A woman carries a bright orange umbrella in a city.,1.7083333333333333
402082,there is a elephant standing by a fence next to a large white ball,1.0
273887,Several hot dogs in trays on a table.,1.25
212532,A young man shows a frisbee to a girl who has plans of swimming.,0.5833333333333333
359232,A baseball player is swinging his bat at a baseball. ,1.0
329133,An Amtrak train  is parked beneath a walkway.,1.5
35571,A phone displaying a game sits in front of a box of donuts.,1.25
233630,A young man riding a skateboard down a sidewalk.,1.0
284341,A picture of man with a suit on and his finger pointing up. ,0.8333333333333334
231401,A man holding a tennis racquet in a defensive stance.,0.9166666666666667
293529,A woman is wearing a dress and a tiara is holding an umbrella.,0.6666666666666666
374106,A kitchen with white painted cabinets and black counter tops,1.9166666666666667
565575,A person playing a game with a Nintendo Wii controller.,0.5833333333333333
107881,Large brown dog standing next to a person on red scooter. ,-0.5
155105,Asian boy in green T-shirt grinning at dining table with meal servings.,0.875
256419,A white plate serving a sandwich with greens.,1.5
486400,A child is flying a kite on a beach next to the water.,1.75
178403,A counter area with multiple trays of food and fruit.,1.25
477688,A group of motorcyclists waiting at the beginning of a track.,0.6666666666666666
385145,Many bikes are parked at a bike rack.,0.5
209933,A bidet and a toilet in a bathroom.,1.1666666666666667
462839,A cat on a red chair at a table.,0.2916666666666667
47720,a grilled sandwich and a coffee drink on a table,1.625
317019,A herd of zebra standing next to a lush green tree.,0.5
524216,A large white bus driving down a street next to a sign.,1.25
340296,a long train going down a track beside a grassy hill ,1.1666666666666667
581827,A young girl is playing ball on a brick wall.,1.0
379955,Several people are sitting at a beach with a large red flag in the middle.,1.3333333333333333
184135,This is an aerial view of people gathered with umbrellas on a rainy street.,1.5833333333333333
457204,Three men pose for a picture on a tennis court.,1.0
100499,Four young people are sitting on a bench in front of a display of lip photos.,0.5833333333333334
258501,A water closet showing a toilet with open lid,0.4583333333333333
192652,A chocolate donut on a red plate near a beverage cup.,1.375
452414,A group of people laughing over bunches of bananas.,1.5
432131,A man standing in skis on a hill.,0.7500000000000001
28239,A dollhouse kitchen is decorated with bright colors. ,1.9166666666666667
61260,a boy wearing a red baseball hat is swinging a bat,0.8333333333333334
438968,a long passenger train inside a train station,2.0
413367,A man flies a kite high above a beach. ,1.1666666666666667
102437,Two people are riding on canoes down a river.,1.125
395920,A green and white bus is driving down a street.,1.75
37519,A tennis player in action on the court.,1.0
18748,a kite flying high in the air with a sky background,1.25
452782,A cow being lead around on a showroom floor.,0.20833333333333331
565034,A white car is shown on a computer monitor.,1.3333333333333333
374649,A piece of light blue luggage sitting on top of a leather bag.,0.6666666666666666
211760,A person is preparing to eat a large pizza,1.5
71222,A tiled shower with a large shower head,0.75
562559,Meat and broccoli in a sauce on a plate.,1.8333333333333335
530906,"A bowl of chicken, lo mein noodles and vegetables.",1.9166666666666667
558594,"A green and white traffic sign reading ""sunnydale"" and a traffic light.",0.08333333333333334
538149,a lined up row of teddy bears near a stair case ,1.75
6451,The tower of the building has a clock displayed on it. ,1.4166666666666667
135482,A small living room has a fire place and two couches.,1.5833333333333333
534866,a close up of a person riding skis on a body of water ,1.0
413391,A young girl and boy playing with a soccer ball in a field.,0.625
244418,A giraffe stands on a path on the grass.,1.9166666666666667
432762,Man in pink shirt and jeans sitting on a blue bench. ,0.7916666666666667
330990,A water heater tank sitting below a microwave oven.,0.20833333333333334
180042,A green and blue fire hydrant sitting on a sidewalk.,1.75
60289,A woman is holding a donut up to her eye.,0.9166666666666666
450759,A man laying down on a bench by a wall.,0.75
135161,A photograph of a bathroom undergoing some renovations.,1.0833333333333333
569449,a sandwich with chips on top in a box next to a soft drink,0.9166666666666667
448623,A large propeller plane with people standing underneath it. ,-0.16666666666666666
268159,a man standing in his kitchen in the middle of reading a magazine,1.0
177922,A train leaving a train station with two red brick towers.,1.5
426086,A man sitting in front of a pizza at a table.,0.9166666666666666
6101,a group of people wearing ski equipment on a snowy field,1.0
362312,A herd of zebras grazing in an open field.,0.41666666666666674
494041,A group of different mopeds sitting in the street.,1.5
568963,A grilled sandwich and a cup of soup with a pickle.,1.125
194551,A couple of zebra standing in the tall grass.,1.125
369199,Two small horses standing in a field covered with grass.,1.25
120519,A yellow stuffed bear sits on a child's bed by a pillows. ,1.6666666666666667
406377,A train trailing a plume of white smoke crosses a bridge.,0.4166666666666667
73120,People flying kites in a large green park by the ocean,1.25
559384,A group of sheep standing on the rocky shores of a beach.,1.9166666666666667
400602,A group of people play tennis on a tennis court.,0.9166666666666667
249141,A pasta noodle dish with chicken and vegetables,1.5833333333333333
82920,A man flying a kite in an open field.,1.0
347772,A baseball player is getting ready to hit a ball,0.7083333333333333
500324,Closeup of a knife cutting through a green apple.,1.0
442060,A red vase filled with a flower next to a lamp.,1.2916666666666667
434177,a group of people walk on a beach with surf boards,1.5
24571,A baseball player holding a bat next to home plate.,0.5000000000000001
204049,A person is winding back to throw a snowball while on skis.,0.8333333333333334
173464,A room with a wooden floor and blue walls.,1.875
490694,A laptop and books sitting on white sheets on a bed. ,0.9166666666666666
113638,Zebra grazing on grass in outdoor enclosed area.,0.2916666666666667
203333,A blue and red train is traveling down the train tracks.,0.8333333333333334
554286,Flower gardens with sheep in center of circular display.,1.5
51178,A vegetable pizza sitting in an open pizza box.,1.9166666666666667
146481,A child holds up a newspaper on a chair.,0.75
16523,a small bathroom with a toilet sink and mirror,1.75
369504,A yard filled with bicycles next to a parking lot.,1.875
248809,A boat filled with people observing a large elephant on land ,0.2916666666666667
570624,People holding umbrellas are crossing a street at night.,1.125
77100,A street scene with people walking and street signs.,0.875
521682,Two street signs are displayed right next to a stop sign.,1.2083333333333335
208200,Small white bathroom with toilet sink and mirror over it. ,1.8333333333333335
57827,"A batter, catcher and umpire during a baseball game.",1.0
18073,An ocean view including a man being pulled along by a water skiing parachute.,0.8333333333333334
26425,A man on a skateboard performs a jump off a ledge.,0.9166666666666667
371694,A single piece of pizza is seen on a plate.,1.75
444467,Two people lick fruit with costumes and hats on.,1.0
413736,An unmade bed is shown under a window with two sets of curtains.,1.6666666666666665
529500,A person riding a horse over a jump.,1.0
35245,Several people are riding horses along a beach.,1.25
166533,A kitchen with a sink and cabinets in it.,1.625
429935,Two people in black wetsuits surfing on surfboards.,0.75
530998,A man in red shirt playing a game with frisbee.,0.8333333333333334
488563,A cat with its paws on a laptop.,0.875
385342,Two birds perched on branches in a fruit tree,1.9166666666666667
277529,"A smiling man with glasses on, wearing a cook's hat",0.8333333333333334
229867,A stop sign with a solar panel attached to the top of it.,1.2083333333333333
48129,A man is smiling as he enjoys a dessert at a restaurant.,0.8333333333333334
409525,A toy turtle sits next to a pizza. ,1.5
243558, A market area with people and many crates of fruit.,1.2083333333333333
253579,Black and white photograph of a woman in an old kitchen,1.0
384037,A man riding a snowboard on the side of a rail.,1.0
27917,a street sign sits on a corner next to parked cars,1.25
420330,A spinach and cheese pizza with tomato sauce on a plate. ,1.9166666666666667
131059,An elephant in front of a tree line holding a leaved branch.,1.625
175461,A red city bus sits at a bus stop.,1.4166666666666665
485752,A long cargo train is on railroad tracks. ,2.0
50324,Two animated woman and a man standing in a yard.,1.0
84463,A man is holding three used wine glasses. ,0.20833333333333334
19333,A collection of items from a bag laid on floor.,1.5
265619,a plane flying away from a runway on a sunny day,1.0833333333333333
324554,A small duckling eating something out of a pond.,1.9166666666666667
561346,A man plays a video game on the Wii.,0.6666666666666667
176736,Several people lying on surfboards listening to an instructor on the beach.,1.0
274894,A clock tower in a tow square on a stormy day.,2.0
459208,A man and woman riding a bike in the street.,0.5416666666666667
258517,Food displayed partially eaten on a table for little ones ,1.6666666666666665
451024,An old pickup truck is parked in front of a parking meter.,1.1666666666666667
509364,A passenger train is parked while a person waits to board it.,-0.16666666666666666
201596,A dog rests his head on the side of a boat. ,1.5833333333333333
207943, A baseball player preparing to throw a ball. ,0.8333333333333334
420721,A cat laying next to a white toilet in a bathroom.,0.875
190556,Several bicycles parked by the side of a road.,1.75
482298,A red commuter train traveling down train tracks.,1.4166666666666667
17425,A man and a woman playing a game on the Nintendo Wii.,0.625
77624,Two laptops sit next to a tv on a tv stand.,0.4166666666666667
132901,A man and a woman standing next to a motor cycle.,0.75
208274,A little girl flying a kite on a big field with buildings in the background.,1.375
140065,Young girl standing in yard wearing baseball cap and glove.,0.9166666666666667
294943,A cat stands on the edge of a sink while a man looks on.,1.4166666666666667
189565,A bathroom sink under a large mirror next to a yellow wall.,1.25
449945,A bathroom with bathroom furniture and other bathroom items. ,1.625
352407,A black and white double decker bus on the road.,2.0
336257,Two Zebras are standing near some rocks. ,0.5
10395,A well-used stuffed animal bunny sitting on a bed.,0.25
165055,A cheese pizza with greens on top sitting on a wooden serving dish,2.0
446422,A doughnut that is in pieces on a plate.,1.0
145502,People on the ground are flying a variety of kites.,1.5
285844,Tennis player in red shirt and white shorts serves ball.,1.4166666666666667
358825,A white bathroom has sun streaming in a window above the sink. ,1.7083333333333335
435102,A cat sits in a canvas storage box with a pair of shoes.,1.4166666666666665
504810,A big sandwich sits on a plate with some french fries.,1.8333333333333333
197540,Woman carrying bags eating a hotdog on a crowded street.,0.875
379462,A traffic sign is next to green foliage.,-1.0
115003,A red fire hydrant on a sidewalk with a plant growing underneath.,1.5
294585,Man with glasses and black shirt eating a sandwich.,0.8333333333333334
194941,A male professional tennis player serving the ball.,0.5
82255,A gray haired man is wearing a blue shirt and has a tie draped around his neck.,0.75
72955,Two hotdogs that are sitting in sand behind glass.,0.9166666666666666
226825,a woman is riding a bicycle down a street,0.875
518725,Close up view of a large sandwich and pickle on a plate.,1.1666666666666667
63595,A tennis player in a red shirt is serving the ball.,0.5833333333333333
571780,A group of people in a grassy park flying kites.,1.125
564663,A cat lying on a mat with shoes ,0.5
138562, A young lady with a helmet poses with a skateboard.,0.45833333333333337
380920,Man on bike towing child passing by ice cream truck.,0.8333333333333334
9833,"A gated entrance that has a clock on an archway which says ""VR 1897"".",1.0833333333333333
283956,a close up of a slice of pizza on a plate,1.5
250778,A desk top computer next to a lap top computer on a desk. ,1.25
257204,a number of cows on a field with a mountain in the background,0.5
336682,Four brown cows standing inside a small enclosure.,0.29166666666666663
435933,A red fire hydrant in a cartoon street area.,1.6666666666666665
288852,Four People riding two elephants across the water.,0.4166666666666667
266298,A man in a full wetsuit surfing along a wave.,1.4166666666666667
546445,"A tabby cat is examining a half of a bagel.
",1.5
56312,Zebras are walking around in a field of grass.,1.8333333333333335
145262,A fruit stand has various fruits on the table.,1.7083333333333333
344045,a person laying in the water beside a blue surfboard,-0.25
445898,A squirrel eating seeds on a platform in a garden,1.5
73387,Two zebra standing next to each other in a dry grass field.,0.5
449098,The inside of a bicycle store with numerous related items on display,1.5833333333333333
337433,Two birds are standing together on a pole near wire.,1.5833333333333333
91137,A man flying through the air while riding a skateboard.,0.0
364073,A player in action up to bat in a baseball game.,-0.5
372634,A black and white cow eating grass on top of a field. with long horns,-0.25
25325,A plate of salad with other fruits and vegetables and a notebook.,1.5833333333333333
508055,A woman eating a mean of fries and a sandwich outdoors.,1.0
265629,A clock tower with very ornate brick work,1.9166666666666667
171351,A man in skintight clothing holds a bicycle with a red surfboard.,0.9166666666666667
215107,A female professional tennis player preparing to serve the ball,0.45833333333333337
233834,This is a picture of a train coming into the station.,1.5833333333333335
185520,Male tennis player with arms ready to return the ball.,0.25
557137,A maple glazed doughnut sitting on a white plate.,1.75
348791,A woman sitting next to another woman who is holding a cup and looking at her cellphone.,0.9166666666666666
2753,A brown and white dog is holding a yellow Frisbee.,0.4166666666666667
268141,A large cat is sitting in a wooden chair.,1.0
553141,A person skiing down a snow covered ski jump.,1.0416666666666667
202767,A group of little boys sitting and eating pizza.,0.7916666666666666
458103,The baseball player reaches out to catch a ball.,0.7500000000000001
73141,This black and white photo shows several people walking down the sidewalk with luggage.,1.0
157001,a woman and man sit in front of white laptop,0.6666666666666666
121560,A small orange vase is on a table with a small branch in it.,1.4166666666666667
242909,A pizza is topped with many different ingredients.,1.9166666666666667
308564,A plate of spaghetti dish with broccoli and pine nuts,1.8333333333333335
107072,A group of teenagers dressed as zombies mill about.,1.0
283982,Giraffes in a green field with large trees ,1.875
235651,"A sitting area with a television, in a hotel room.",1.6666666666666667
426915,A variety of boats are docked in a harbour. ,2.0
394964,A red and white bus near the curb on a city street.,1.2916666666666667
546632,A giraffe standing alone in a large field.,1.0833333333333333
423860,A group of people walking outside of a building with a clock tower in the background.,1.5833333333333333
462037,Two girls playing a racing game on a game system.,0.5833333333333334
550118,A black TV sitting on the ground with a free paper on it.,1.1666666666666665
357088,A tennis player getting ready to serve the ball.,0.5
243629,Pedestrians walk along a narrow street with their umbrellas.,1.3333333333333335
344661,A blue motorcycle parked next to a van with a painting on it's side.,1.0
535226,A gray cat is laying inside of a box.,1.9166666666666667
150639,A man on a  red phone while in a car,0.20833333333333334
470174,"A living room with two large couches, a coffee table, a television and an animal crate.",0.75
125590,A skateboarder wearing a helmet and knee pads doing tricks on his skateboard.,0.6666666666666667
124471,Two giraffes and two other African deer are standing in an enclosure.,1.0416666666666667
451169,A male tennis player dressed in white striking a ball.,1.0
377282,Two bear cubs wrestling in the grass by rocks,1.6666666666666665
249856,a ham and cheese sandwich sits half-eaten on a paper plate.,1.5
79906,"A living room with two blue couches, a small table and a small tv.",1.5
378419,A person in riding gear jumps over an obstacle while riding a horse.,1.0
155705,A woman in blue shirt and white skirt playing a game of tennis.,1.0
261333,A black cat with its head in a blue cup.,1.5833333333333333
122776,A yellow and gray train parked at a train station.,1.2916666666666667
451768,View of the underside of a large airplane with its landing gear out.,1.4166666666666667
363386,A girl is holding a racket while playing tennis.,0.08333333333333334
21535,Close up of an open toilet seat in a bathroom.,2.0
476268,A row of chairs and umbrellas on a beach.,0.75
424978,A giraffe laying on lush green grass next to trees.,1.75
249537,A person riding a surfboard on the waves.,1.5
339059,A deep dish pizza on a table with two plates and drinking glasses,1.4166666666666667
506955,A cat drinking water out of a plastic cup.,1.625
263973,A man standing next to a white surfboard.,0.6666666666666667
519905,A man is catching a Frisbee in a grass yard.,0.9166666666666666
163142,A close up shot of an elephant's face and eye.,1.875
134562,A flock of pigeons fly past a clock tower.,2.0
52183,A dog sitting on the floor near two wooden chairs sitting at a wooden desk.,1.3333333333333335
350008,pink and white flowers in a vase on a petal covered table,1.5833333333333333
546940,Group of people sitting underneath a green and purple umbrella on the beach. ,0.8333333333333334
196312,A man surfing a small wave in the ocean. ,1.4583333333333335
331223,A red fire hydrant beside a a small construction barrier.,1.5
52368,Table with red umbrella in sitting area in park setting.,1.5
444958,Two kids on a tennis court playing tennis,0.5833333333333334
542888,A woman wearing sunglasses and smiling with her phone.,0.9166666666666666
111367,A close-up of two cows standing in the dirt.,1.1666666666666667
337687,"A restaurant sign that reads ""S & D Restaurant & Bar.""",0.75
185621,A man is outdoors throwing a Frisbee in a park. ,0.875
334012,"A bathroom has a large mirror, toilet, and sink.",1.7916666666666667
535019,An old fashioned passenger train is travelling on the tracks through the countryside.,1.5833333333333333
311448,A plate of chicken and fresh salad is being served.,1.8333333333333333
482994,A large white cat sitting on top of a piece of luggage.,1.625
76588,A siamese cat laying on top of a white sink.,1.25
284568,A brown and black dog laying on a red blanket.,0.5
422176,A white vase of flowers sits on a wood shelf.,1.8333333333333333
183528,"A bathroom has a fancy light on the floor, as well as red and white walls ",1.5833333333333333
228953,A kitchen has wooden cabinets and chrome appliances.,1.6666666666666665
413955,A baseball player in a white uniform swings the bat.,1.0
37843,People sitting at a table with several different kinds of pizza pie.,1.5
390184,Modern kitchenette with stainless steel appliances and black cabinets.,1.8333333333333335
66466,Skiers with red coats in large snow covered field.,1.5
63856,Skaters are skateboarding at the park while a crowd watches. ,0.08333333333333334
581486,A man stands in a library wearing glasses and a bow tie.,0.8333333333333334
129031,A whole pizza sitting on a pan near two plates on a table. ,0.9583333333333334
99828,Several white flowers in a small pot designed to look like a rock.,1.4166666666666667
303959,Chinese stir fry with noodles on white plate.,1.9166666666666667
130076,A man in brown holding a wii remote,1.0833333333333333
232047,A street lined with buildings and red double deck buses.,1.2916666666666667
358748,A young girl is standing next to a giraffe by a fence.,1.125
267957,A baseball player hitting a ball with his bat. ,1.0
450737,A man eating a slice of pizza in front of a tall building.,1.25
526778,A skier is racing down the race track in competition.,1.0
66808,A man with a bun swinging a tennis racket,-0.3333333333333333
151758,A person is plowing a field with an elephant.,0.9166666666666667
182098,A cat stands entranced by picture of a rat on a television screen.,1.4166666666666667
81004,A black and white photo has two baseball players.,0.9166666666666666
259760,an unmade bed with striped pillows and a metal head board on a wooden floor.,1.75
483453,A bowl of soup on a table in a cafeteria.,1.0416666666666667
69512,A black and white photograph of a messy living area.,1.7083333333333333
306453,A group of people holding Nintendo wii game controllers.,0.8333333333333334
252468,A young man with a stuffed animal is reading on a bench.,0.08333333333333334
258337,Two black furry animals are surrounded by plants and greenery. ,1.5
48169,a tennis player swinging a racket at a ball,0.08333333333333334
33642,A red double decker bus travels through the city.,2.0
219965,An adult giraffe and two young giraffes standing together.,0.875
522477,A zebra standing alone in a grassy field.,2.0
553488,Several sheep grazing by the side of a road.,0.6666666666666667
30588,Various blue tables with closed yellow umbrellas on beach.,0.2916666666666667
192171,A giraffe walking across a grass covered field.,2.0
152474,A microwave sitting in a small kitchen area.,0.5833333333333334
425035,A white toilet in a bathroom with white ceramic tile.,1.6666666666666667
391537,A street sign in London with directions to many tourist attractions.,1.25
186280,A kitchen with a white trash can and cleaning supplies,1.125
576966,Several boats are docked under a tall mountain.,1.6666666666666667
286583,Several people crossing at a crosswalk holding umbrellas.,1.0
127076,A child holding a wii mote playing on a Wii.,1.0
106843,A woman with a purple umbrella crossing the street,0.75
320246,a couple of people on bikes are talking on a platform,0.5833333333333333
513618,Man with camera in room in black and white photo.,1.0833333333333333
126027,A person dressed in ski attire going skiing.,1.5
250916,Sailboats in slips in a marina with cloudy sky,1.75
16631,Pedestrian sign and bus sign in urban area.,0.5
507330,A double decker bus parked on the street.,1.1666666666666667
377716,A tall building looms in the background of a courtyard where people are walking around.,1.0
420287,"A tidy corner features a black book shelf, a desk with two computers and a black chair.",0.4166666666666667
420253,Several different fruits and vegetables arranged on a counter.,1.625
313553,a person sitting down talking on a cell phone ,1.0
313847,a young kid with a bat is in a batting stance ,0.6666666666666667
389112,A person performing a skateboarding trick on steps near a public building.,0.041666666666666685
5111,huge round bath tub with large mirror and window,1.3333333333333335
116750,a train car parked in a train yard,1.625
371005,A yellow and black motorcycle parked on the street,1.1666666666666667
125616,A yellow and red train traveling down train tracks.,1.5
64283,A large herd of sheep is on a craggy hillside with grass.,1.7083333333333335
450800,A pitcher throws a pitch to a batter.,0.5833333333333334
482810,a person feeding birds near a bike ,1.0
275939,A Capital Cargo International plane on the runway,0.6666666666666667
2470,A man riding a snowboard down a snow covered slope.,1.5
482515,a group of people standing in the snow on snow boards next to the woods,1.5
254143,A variety of fresh fruit in a medal mesh basket.,1.5833333333333333
572001,People sitting at a restaurant eating sandwiches and corn on the cob.,1.0
83086,A tower clock is stretching upward into a clear blue sky.,1.6666666666666667
560218,A desk with various electronics and a computer with a screensaver,0.625
210434,A giraffe is standing inside a wet enclosure.,0.25
